Index,Hogwarts House,First Name,Last Name,Birthday,Best Hand,Arithmancy,Astronomy,Herbology,Defense Against the Dark Arts,Divination,Muggle Studies,Ancient Runes,History of Magic,Transfiguration,Potions,Care of Magical Creatures,Charms,Flying,Arithmancy_missing,Astronomy_missing,Herbology_missing,Defense Against the Dark Arts_missing,Divination_missing,Muggle Studies_missing,Ancient Runes_missing,History of Magic_missing,Transfiguration_missing,Potions_missing,Care of Magical Creatures_missing
3,Gryffindor,Vesta,Mcmichael,0.8,0,0.4410327389697354,0.8393964889281106,0.1733773776155889,0.1606035110718895,0.6798336798336798,0.2521911868501568,0.5202571610452487,0.1951618782532614,0.0715648447013879,0.3026938597235676,0.5179781153906047,0.1179696233490682,0.8296999174881662,0,0,0,0,0,0,0,0,0,0,0
1221,Hufflepuff,Rosario,Sharpe,0.4,0,0.3999427802607364,0.8133859356857993,0.5776051961529786,0.1866140643142007,0.7248254171331096,0.3545892649102334,0.2348551833902658,0.669377016637328,0.7023800684092472,0.6060235551288113,0.4570546199915034,0.4284434535122479,0.4080644460850307,0,0,0,0,0,0,0,0,0,0,0
842,Slytherin,Darwin,Tompkins,0.8,1,0.4473733046719144,0.1912751690819087,0.3917703701015629,0.8087248309180913,0.1286848979156671,0.274440114273077,0.2857970881050205,0.5904838676727698,0.6955475394986336,0.7508264365195276,0.3766065386263673,0.3716440235166109,0.4060016502366786,0,0,0,0,0,0,0,0,0,0,0
223,Slytherin,Dudley,Cleary,1.0,1,0.352318945919614,0.1316081290605224,0.3357203784767901,0.8683918709394778,0.2368996215150061,0.3297681663632803,0.279184269395271,0.6632909733945221,0.670024673990485,0.5839482928558049,0.483934011955968,0.4612032639375111,0.349915316802015,0,0,0,0,0,0,0,0,0,1,0
251,Slytherin,Kristine,Jacob,0.2,0,0.8430555340766744,0.340041100752771,0.2972387599502833,0.659958899247229,0.1475025321179167,0.3251587298666744,0.3207443414437892,0.5589662679049767,0.6127597699819332,0.5799562929101114,0.7867183767733683,0.1937270885140641,0.2930038650280106,0,0,0,0,0,0,0,0,0,0,0
563,Gryffindor,Maritza,Layton,0.2,1,0.5604518812922382,0.7546196400189391,0.2648729658022236,0.2453803599810608,0.7623540700463778,0.2893770987777774,0.7218848089164053,0.1676432506766,0.1947296996094204,0.3998205497246878,0.3769344220357222,0.2489280133674788,0.8466799843661789,0,0,0,0,0,0,0,0,0,0,0
1043,Ravenclaw,Santos,Blair,0.6,0,0.3233688508111285,0.219945562205245,0.7206969911146952,0.7800544377947551,0.7031291646676263,0.7086355527600912,0.6114485693966497,0.6867742670486947,0.8538541210191241,0.7736715588303796,0.381727926322514,0.9006916749155977,0.4176401615494854,0,0,0,0,0,0,0,0,0,0,0
966,Hufflepuff,Merle,Yoon,1.0,0,0.5011289299908758,0.7075824821415739,0.7309813552055916,0.2924175178584262,0.7345807345807346,0.3602726028705774,0.2041868723412566,0.6765621386897454,0.6677530948346254,0.4140041649804625,0.6846636927407673,0.5118141713909693,0.3855039735962131,0,0,0,0,0,0,0,0,0,0,0
422,Hufflepuff,Wallace,Mccune,0.8,1,0.4723102856347524,0.7596279880940034,0.7094296984618923,0.2403720119059965,0.7077669385361693,0.2597233083864048,0.3380288001986589,0.6071517952748291,0.7184512943017032,0.6237693163270369,0.531906320451917,0.4748054366018942,0.5107048247709212,0,0,0,0,0,0,0,0,0,0,0
613,Hufflepuff,Sung,Leake,1.0,1,0.7106459644619024,0.736116960015074,0.7466601846622134,0.263883039984926,0.7333546564315796,0.1470429958338183,0.1003405041294706,0.6152968187182059,0.904270036302076,0.3901193952313714,0.6345312395012714,0.4206115082263785,0.2773483302210449,0,0,0,0,0,0,0,0,0,0,0
204,Gryffindor,Angie,Ladner,1.0,1,0.5175216120501678,0.7636914890354753,0.2176423901937663,0.2363085109645247,0.6763686763686764,0.1160811768464979,0.6584880110132444,0.1365016604801309,0.104458326610575,0.397111809204729,0.4287541143391065,0.1487426721144237,0.9165327658835282,0,0,0,0,0,0,0,0,0,0,0
1116,Hufflepuff,Rodolfo,Baines,0.2,1,0.52325905077092,0.7519763121213383,0.6441250394838502,0.2480236878786618,0.9227570766032306,0.3255904607572011,0.3009175542514277,0.6080771226125142,0.6945546492489424,0.4234842018741271,0.4518852451917083,0.532149492515324,0.3994658444434794,0,0,0,0,0,0,0,0,0,0,0
999,Hufflepuff,Kristi,Holman,0.2,1,0.6673136105655475,0.7230835544398844,0.5747003165370965,0.2769164455601158,0.735966735966736,0.1794317556391655,0.2612136280013076,0.7229299746178159,0.8658633916697366,0.6818742476980792,0.617734469391691,0.424137820676583,0.2696834151213792,0,0,0,0,0,0,0,0,0,0,0
929,Gryffindor,Marlin,Swartz,0.4,1,0.6367474444427261,0.6972920734094721,0.3694153723343116,0.3027079265905281,0.9087371395063704,0.3658688906016271,0.7605819720577129,0.1359385282656319,0.3155706404428954,0.2955435075154671,0.6765877715457262,0.382154180789977,0.7912016328657663,0,0,0,0,0,0,0,0,0,0,0
